% Version 1.00
%
%freq[Hz],Trc1_S11[dB],Trc2_S21[dB],Trc3_S12[dB],Trc4_S22[dB],
1.824240000000000E+010,-4.825456225248376E+001,-2.452300994086517E-001,-2.195749152719203E-001,-3.111877963274422E+001,
1.836235000000000E+010,-3.303582795430282E+001,-2.755643003570440E-001,-2.099149033544329E-001,-3.517386382079046E+001,
1.848230000000000E+010,-2.747824025611768E+001,-2.717254516400725E-001,-2.435792767417957E-001,-3.631888728150521E+001,
1.860225000000000E+010,-2.935185819133388E+001,-3.185497017640644E-001,-3.799070144822787E-001,-4.607611802066740E+001,
1.872220000000000E+010,-2.637556720132713E+001,-2.566781122584415E-001,-3.283971706000093E-001,-3.062141214594886E+001,
1.884215000000000E+010,-3.162874242960606E+001,-2.210823843404038E-001,-3.347754807898755E-001,-2.853694944653412E+001,
1.896210000000000E+010,-4.086558935560209E+001,-2.073881129481788E-001,-3.184557837435014E-001,-2.656924922593972E+001,
1.908205000000000E+010,-2.834138869937084E+001,-2.025104180854775E-001,-2.590268330238589E-001,-2.498461233295279E+001,
1.920200000000000E+010,-2.389142798315834E+001,-2.533136536644718E-001,-2.580742685839754E-001,-2.390349744065309E+001,
1.932195000000000E+010,-2.255498202063370E+001,-2.515416440426331E-001,-2.514798407201378E-001,-2.325601514795391E+001,
1.944190000000000E+010,-2.288662075893885E+001,-2.765282538040807E-001,-2.705642381001066E-001,-2.272963691292158E+001,
1.956185000000000E+010,-2.500776162469110E+001,-2.626856918265412E-001,-2.817352269879204E-001,-2.299985224634285E+001,
1.968180000000000E+010,-2.782049318160083E+001,-2.541840561653784E-001,-2.635066910321208E-001,-2.363877582013878E+001,
1.980175000000000E+010,-2.657433145349807E+001,-2.587893613863234E-001,-2.634028521661815E-001,-2.470318237388998E+001,
1.992170000000000E+010,-2.354569027948626E+001,-2.674383350281772E-001,-2.669737378980548E-001,-2.663193811253749E+001,
2.004165000000000E+010,-2.284557989175052E+001,-2.909683144857840E-001,-2.875879336237036E-001,-2.915475667557327E+001,
2.016160000000000E+010,-2.387714873486050E+001,-2.777053081113135E-001,-3.024787312991913E-001,-3.333648509326434E+001,
2.028155000000000E+010,-2.670124416997989E+001,-2.657273619307146E-001,-2.754739831154701E-001,-3.663982954501413E+001,
2.040150000000000E+010,-2.949740805679532E+001,-2.679464065491187E-001,-2.431880334516733E-001,-3.655923907158000E+001,
2.052145000000000E+010,-2.921522381230943E+001,-2.771032980892000E-001,-2.686658780908269E-001,-3.253940492668958E+001,
2.064140000000000E+010,-2.695556525064020E+001,-2.795030813116475E-001,-2.805844917363200E-001,-2.983469716375695E+001,
2.076135000000000E+010,-2.612124375616562E+001,-2.765238942313300E-001,-3.103159332939527E-001,-2.788411478929167E+001,
2.088130000000000E+010,-2.806329061484500E+001,-2.698721475027532E-001,-3.039930994258659E-001,-2.698395961244380E+001,
2.100125000000000E+010,-3.042506710679610E+001,-2.681049803274029E-001,-2.912535248158342E-001,-2.645563098437935E+001,
2.112120000000000E+010,-2.771469920797289E+001,-2.826075507880133E-001,-3.016874059417237E-001,-2.598191233554930E+001,
2.124115000000000E+010,-2.381371955304863E+001,-3.025679651513818E-001,-3.095074539558806E-001,-2.571312981664316E+001,
2.136110000000000E+010,-2.192550778959475E+001,-3.009316557627726E-001,-2.934471746292447E-001,-2.609186320862512E+001,
2.148105000000000E+010,-2.159904085142594E+001,-3.060142478688598E-001,-2.882430750331171E-001,-2.543735328882281E+001,
2.160100000000000E+010,-2.259834099401465E+001,-3.032138490829155E-001,-2.779011296838483E-001,-2.550345491156017E+001,
2.172095000000000E+010,-2.516931471917241E+001,-3.022991563512236E-001,-3.122577912407259E-001,-2.644898327675479E+001,
2.184090000000000E+010,-3.041594268890227E+001,-3.641202529275673E-001,-4.090373599751860E-001,-2.639383348115360E+001,
2.196085000000000E+010,-3.776234395102692E+001,-2.894862543648358E-001,-3.182053375172393E-001,-2.834276703323344E+001,
2.208080000000000E+010,-3.426947436484234E+001,-2.871645810340003E-001,-3.052073081336826E-001,-3.078481916907859E+001,
2.220075000000000E+010,-3.334989265195422E+001,-2.814382481007488E-001,-2.893637187142191E-001,-3.438899294438412E+001,
2.232070000000000E+010,-3.309494004165241E+001,-2.925189802656983E-001,-2.937432534674989E-001,-3.868061808954696E+001,
2.244065000000000E+010,-3.119164445507549E+001,-2.924200147550083E-001,-2.896753581337791E-001,-3.761228242365179E+001,
2.256060000000000E+010,-2.754280824473528E+001,-3.009579546391328E-001,-2.845694664307678E-001,-3.162212510641954E+001,
2.268055000000000E+010,-2.519442134849954E+001,-2.988220731100658E-001,-2.924611692993884E-001,-2.897283751622281E+001,
2.280050000000000E+010,-2.378200670266836E+001,-3.037613200722442E-001,-2.918451547550538E-001,-2.631723342924652E+001,
2.292045000000000E+010,-2.347243546194980E+001,-3.156307225523148E-001,-3.014926363255616E-001,-2.459901779317610E+001,
2.304040000000000E+010,-2.468632254502368E+001,-3.011906744731801E-001,-3.105001445071591E-001,-2.360615961976967E+001,
2.316035000000000E+010,-2.609732220531268E+001,-2.979694746931444E-001,-2.832938842569999E-001,-2.325398623864625E+001,
2.328030000000000E+010,-2.734203973771264E+001,-3.055077379739841E-001,-2.925544151548368E-001,-2.335103533368699E+001,
2.340025000000000E+010,-2.770107921969089E+001,-3.126673085090690E-001,-3.055671459539788E-001,-2.375725283825771E+001,
2.352020000000000E+010,-2.691556181425942E+001,-3.128240692634162E-001,-3.074690325953765E-001,-2.513983622582795E+001,
2.364015000000000E+010,-2.786443801885877E+001,-3.297734170795246E-001,-3.086530723592723E-001,-2.668732360758940E+001,
2.376010000000000E+010,-2.992976136767764E+001,-3.482261660322668E-001,-3.106736532695982E-001,-2.818780760180107E+001,
2.388005000000000E+010,-3.102872003362127E+001,-3.023624041319231E-001,-2.924992775214588E-001,-2.995803927776798E+001,
2.400000000000000E+010,-2.866211770120858E+001,-3.088249121245715E-001,-2.822423273388369E-001,-2.947427754113055E+001,
