% Version 1.00
%
%freq[Hz],Trc1_S11[dB],Trc2_S21[dB],Trc3_S12[dB],Trc4_S22[dB],
1.008580000000000E+010,-5.859682452933273E-001,-1.047107395194313E+001,-1.042763411120184E+001,-8.709186214670274E-001,
1.020575000000000E+010,-6.036040716067140E-001,-1.034267013820955E+001,-1.041065367771456E+001,-8.543628500211900E-001,
1.032570000000000E+010,-6.103670147512683E-001,-1.029901957717597E+001,-1.042374018525663E+001,-8.490650297954395E-001,
1.044565000000000E+010,-6.025814373989887E-001,-1.037386119481469E+001,-1.044608609105861E+001,-8.317192338395301E-001,
1.056560000000000E+010,-5.862268961145760E-001,-1.046757865702306E+001,-1.044554822630275E+001,-8.173198548128385E-001,
1.068555000000000E+010,-5.783520928052666E-001,-1.044083796835350E+001,-1.043447670022967E+001,-8.145599656614544E-001,
1.080550000000000E+010,-5.762158838573542E-001,-1.027665198339878E+001,-1.035077248614168E+001,-8.352450529509963E-001,
1.092545000000000E+010,-5.805694732077215E-001,-1.007857197335211E+001,-1.020714288216858E+001,-8.703022729868006E-001,
1.104540000000000E+010,-5.796632602027477E-001,-9.897691568110895E+000,-9.994471856040354E+000,-9.223675171725204E-001,
1.116535000000000E+010,-5.828387444407098E-001,-9.746744669916737E+000,-9.733161766533142E+000,-9.711115748344483E-001,
1.128530000000000E+010,-5.936639158165522E-001,-9.571515192072290E+000,-9.455902550961159E+000,-1.024304933072761E+000,
1.140525000000000E+010,-6.242190346789429E-001,-9.330077143814753E+000,-9.187983326873800E+000,-1.065532346742021E+000,
1.152520000000000E+010,-6.890467664395010E-001,-9.047954953724322E+000,-9.024973387718116E+000,-1.097256648680570E+000,
1.164515000000000E+010,-7.389839451253001E-001,-8.870437247043419E+000,-8.898150573908461E+000,-1.108556213439222E+000,
1.176510000000000E+010,-7.489308918000592E-001,-8.902631829826104E+000,-8.858267326754140E+000,-1.087202668899982E+000,
1.188505000000000E+010,-7.343704230791215E-001,-8.993942893048693E+000,-8.888334096506116E+000,-1.079018895359953E+000,
1.200500000000000E+010,-7.308708127458612E-001,-9.030136952856099E+000,-8.914804969292410E+000,-1.060825573153899E+000,
1.212495000000000E+010,-7.311200086416387E-001,-8.947815156168602E+000,-8.965260475428291E+000,-1.054832121148901E+000,
1.224490000000000E+010,-7.266090356503853E-001,-8.847726101480800E+000,-8.954490669298700E+000,-1.059243646587379E+000,
1.236485000000000E+010,-7.078027386584644E-001,-8.743054503115038E+000,-8.921084112510263E+000,-1.076500413169050E+000,
1.248480000000000E+010,-7.059715871008133E-001,-8.710312891213237E+000,-8.772920437431798E+000,-1.106420662664893E+000,
1.260475000000000E+010,-7.096960444208618E-001,-8.640582436461097E+000,-8.622205508180011E+000,-1.159641741612717E+000,
1.272470000000000E+010,-7.489116939559916E-001,-8.499799067151299E+000,-8.376684998180751E+000,-1.227114745093625E+000,
1.284465000000000E+010,-8.266521875809736E-001,-8.260661487085107E+000,-8.170770670604536E+000,-1.271093383662148E+000,
1.296460000000000E+010,-8.964884226597921E-001,-7.944805237026606E+000,-7.908798537547291E+000,-1.304536775218315E+000,
1.308455000000000E+010,-9.577840347387210E-001,-7.738192518010755E+000,-7.734264346381863E+000,-1.330248113611804E+000,
1.320450000000000E+010,-9.971492630730688E-001,-7.660638018340790E+000,-7.622688538650245E+000,-1.341768409967209E+000,
1.332445000000000E+010,-1.032943824332769E+000,-7.647036738014367E+000,-7.575818018900653E+000,-1.335617331492427E+000,
1.344440000000000E+010,-1.045396275637962E+000,-7.616001642315479E+000,-7.609038689440998E+000,-1.335079706149593E+000,
1.356435000000000E+010,-1.092030389536949E+000,-7.511199863589965E+000,-7.653694841372275E+000,-1.339145554324826E+000,
1.368430000000000E+010,-1.114559667891604E+000,-7.419325865348581E+000,-7.675010178032270E+000,-1.360285360636714E+000,
1.380425000000000E+010,-1.105252449494242E+000,-7.444332408369526E+000,-7.672071852772172E+000,-1.374130833945400E+000,
1.392420000000000E+010,-1.056376596852577E+000,-7.553018838390760E+000,-7.632206377464246E+000,-1.417878931953204E+000,
1.404415000000000E+010,-1.026946946360878E+000,-7.598232077817397E+000,-7.529482103125517E+000,-1.457084032610870E+000,
1.416410000000000E+010,-1.031734242773110E+000,-7.501215753243203E+000,-7.404356781122430E+000,-1.504215223994404E+000,
1.428405000000000E+010,-1.067245165873726E+000,-7.288274379262971E+000,-7.244334935679409E+000,-1.529533450431140E+000,
1.440400000000000E+010,-1.119633102721080E+000,-7.102109653696110E+000,-7.119601884778231E+000,-1.545565963426062E+000,
1.452395000000000E+010,-1.142352275121889E+000,-7.038787395628523E+000,-7.004620970558566E+000,-1.525383070106881E+000,
1.464390000000000E+010,-1.158168085830644E+000,-7.068424694557613E+000,-6.930080485414379E+000,-1.510943285323383E+000,
1.476385000000000E+010,-1.206427616929456E+000,-7.059466303772113E+000,-6.898900095886130E+000,-1.496691268178496E+000,
1.488380000000000E+010,-1.248037305227865E+000,-6.940386228932638E+000,-6.905018053305207E+000,-1.498060416896872E+000,
1.500375000000000E+010,-1.324408666821360E+000,-6.757747714211384E+000,-6.907396188211046E+000,-1.509161633414715E+000,
1.512370000000000E+010,-1.343442238545343E+000,-6.644937360842627E+000,-6.930489126484416E+000,-1.523545041190662E+000,
1.524365000000000E+010,-1.309995424339211E+000,-6.668559358862311E+000,-6.927195771718663E+000,-1.578661673180773E+000,
1.536360000000000E+010,-1.257615834571987E+000,-6.722007278669429E+000,-6.879356704113700E+000,-1.633962001965305E+000,
1.548355000000000E+010,-1.211466912599172E+000,-6.723794360982933E+000,-6.828909390722614E+000,-1.695683693251272E+000,
1.560350000000000E+010,-1.210020514960874E+000,-6.652657827679711E+000,-6.729727422115158E+000,-1.752817864770339E+000,
1.572345000000000E+010,-1.214862366373716E+000,-6.486341507491362E+000,-6.636037489612218E+000,-1.800794139966734E+000,
1.584340000000000E+010,-1.197808598342906E+000,-6.456799122707770E+000,-6.524653377575485E+000,-1.836407292944662E+000,
1.596335000000000E+010,-1.135055791858467E+000,-6.577149066026164E+000,-6.451246082487081E+000,-1.831280370298757E+000,
1.608330000000000E+010,-1.109792131620687E+000,-6.744127798640916E+000,-6.414433515228899E+000,-1.811751807470746E+000,
1.620325000000000E+010,-1.131018614750071E+000,-6.748244780039245E+000,-6.389038675279265E+000,-1.796739630779646E+000,
1.632320000000000E+010,-1.178350114258683E+000,-6.602795132145189E+000,-6.407845666914518E+000,-1.758840367686550E+000,
1.644315000000000E+010,-1.294790918420868E+000,-6.442553331731784E+000,-6.483883615613310E+000,-1.756526370185653E+000,
1.656310000000000E+010,-1.354592044560472E+000,-6.442744891168375E+000,-6.541846839383734E+000,-1.758831338684552E+000,
1.668305000000000E+010,-1.314580553709919E+000,-6.560460376187207E+000,-6.551309902406281E+000,-1.752760405545742E+000,
1.680300000000000E+010,-1.256745206011200E+000,-6.659609320205613E+000,-6.548766858308988E+000,-1.753375502169916E+000,
1.692295000000000E+010,-1.265172397601557E+000,-6.486367119160250E+000,-6.479601769222398E+000,-1.776063011113533E+000,
1.704290000000000E+010,-1.274052115914115E+000,-6.246126884758851E+000,-6.394565700970730E+000,-1.800347626766223E+000,
1.716285000000000E+010,-1.264005148519604E+000,-6.092530985842982E+000,-6.301316204127932E+000,-1.817453766869078E+000,
1.728280000000000E+010,-1.219240406249918E+000,-6.113828038262533E+000,-6.181072837134087E+000,-1.850067473938206E+000,
1.740275000000000E+010,-1.177191638219123E+000,-6.265035171456528E+000,-6.147241421258179E+000,-1.860889424339788E+000,
1.752270000000000E+010,-1.191829228384093E+000,-6.302219084358296E+000,-6.039233774860437E+000,-1.870315587000167E+000,
1.764265000000000E+010,-1.252137546122322E+000,-6.247354480092831E+000,-6.089576086054063E+000,-1.860172110775552E+000,
1.776260000000000E+010,-1.327114766449228E+000,-6.128570594489396E+000,-6.088915061214845E+000,-1.860802220527832E+000,
1.788255000000000E+010,-1.387764036959885E+000,-6.098130485519103E+000,-6.166741775201031E+000,-1.856888831565642E+000,
1.800250000000000E+010,-1.394755069449977E+000,-6.248020947857232E+000,-6.259771809909384E+000,-1.838726261865571E+000,
1.812245000000000E+010,-1.354497215029817E+000,-6.496755755673122E+000,-6.410608630084877E+000,-1.815470411569159E+000,
1.824240000000000E+010,-1.379979067346343E+000,-6.697006726873631E+000,-6.545213979533981E+000,-1.787363236475165E+000,
1.836235000000000E+010,-1.414320610650831E+000,-6.749377500605855E+000,-6.752802341600959E+000,-1.716209359542068E+000,
1.848230000000000E+010,-1.444742775366509E+000,-6.811730175548659E+000,-6.978551227099213E+000,-1.648306610016357E+000,
1.860225000000000E+010,-1.394506539924980E+000,-7.134292286222999E+000,-7.376665237947677E+000,-1.594030751759166E+000,
1.872220000000000E+010,-1.223059710584969E+000,-7.808360519858454E+000,-7.946818217598688E+000,-1.455263676158371E+000,
1.884215000000000E+010,-1.028411951208956E+000,-9.227158281608599E+000,-9.087911772749367E+000,-1.263041412556465E+000,
1.896210000000000E+010,-1.022180802979843E+000,-1.172074094585820E+001,-1.163800978054826E+001,-1.023553148958806E+000,
1.908205000000000E+010,-8.754256330547677E-001,-1.995252661764446E+001,-2.016326933137691E+001,-7.793228310712873E-001,
1.920200000000000E+010,-1.210438089868470E+000,-1.587248848871573E+001,-1.623876281808545E+001,-8.833608104871843E-001,
1.932195000000000E+010,-1.837064457725025E+000,-8.491262302398827E+000,-8.636269270552308E+000,-1.461742758861275E+000,
1.944190000000000E+010,-7.637869290876872E+000,-6.202479034188187E+000,-5.951270781572257E+000,-2.609923871037953E+000,
1.956185000000000E+010,-2.251769523046663E+000,-5.848923511628609E+000,-5.569898597088289E+000,-2.290210997013785E+000,
1.968180000000000E+010,-3.260734921718831E+000,-5.310989357477758E+000,-5.119929210381824E+000,-2.536988693444718E+000,
1.980175000000000E+010,-1.941587263017387E+000,-5.870360836736564E+000,-5.970346332816848E+000,-2.048050008604772E+000,
1.992170000000000E+010,-1.971167110176433E+000,-5.389094224162319E+000,-5.580870295837634E+000,-2.165945748128169E+000,
2.004165000000000E+010,-1.883910899187128E+000,-5.698932218506000E+000,-5.720130330591306E+000,-2.115394451246726E+000,
2.016160000000000E+010,-2.406661599996900E+000,-1.720217367091880E+001,-1.698229068875322E+001,-9.023164851958222E-001,
2.028155000000000E+010,-1.651788508938762E+000,-5.814670872046872E+000,-5.525119240988037E+000,-2.206461456114695E+000,
2.040150000000000E+010,-1.629581456530993E+000,-5.540028624279151E+000,-5.422636997343837E+000,-2.237213581717403E+000,
2.052145000000000E+010,-1.658683510845835E+000,-5.471681978435429E+000,-5.577925109477682E+000,-2.219921450112042E+000,
2.064140000000000E+010,-1.509641712914380E+000,-5.938678879088034E+000,-6.169157727975319E+000,-2.031258275058956E+000,
2.076135000000000E+010,-1.603400869025555E+000,-1.979587543439622E+001,-2.006863032589173E+001,-9.512468881603828E-001,
2.088130000000000E+010,-2.126426907798368E+000,-5.573027662811090E+000,-5.391458591219637E+000,-2.363961740454017E+000,
2.100125000000000E+010,-1.941171772302552E+000,-5.376351449516189E+000,-5.301655675448020E+000,-2.381636128137275E+000,
2.112120000000000E+010,-1.913151830557632E+000,-5.413888938054251E+000,-5.463346192459508E+000,-2.280329015033328E+000,
2.124115000000000E+010,-1.872815941673731E+000,-5.588696487249151E+000,-5.746522460761722E+000,-2.097921457335140E+000,
2.136110000000000E+010,-1.687629942913750E+000,-6.330357144237234E+000,-6.453051716585829E+000,-1.838392613506846E+000,
2.148105000000000E+010,-1.517052053220240E+000,-1.367810234235663E+001,-1.343512114087844E+001,-9.326701446402754E-001,
2.160100000000000E+010,-1.264123908412097E+000,-7.988859848088161E+000,-7.701202532515509E+000,-1.490397664292475E+000,
2.172095000000000E+010,-1.072222015556233E+000,-6.898962726857000E+000,-6.961803254323021E+000,-1.663604532090061E+000,
2.184090000000000E+010,-9.892039823582313E-001,-6.786025477592220E+000,-7.141932383142508E+000,-1.656819567863208E+000,
2.196085000000000E+010,-9.188581734314156E-001,-7.044837587719912E+000,-7.447653907250691E+000,-1.621086952749718E+000,
2.208080000000000E+010,-8.226447687580656E-001,-7.774717085509769E+000,-8.073852196079198E+000,-1.567031900115152E+000,
2.220075000000000E+010,-7.047028502618983E-001,-9.744789228979212E+000,-9.918713476621939E+000,-1.353734012418243E+000,
2.232070000000000E+010,-1.221145735735867E+000,-2.215950576883611E+001,-2.213621162220074E+001,-1.000646409040657E+000,
2.244065000000000E+010,-1.936090765394375E+000,-6.475319375892582E+000,-6.507393959219954E+000,-2.125818991613465E+000,
2.256060000000000E+010,-1.517496511437896E+000,-6.320123869449508E+000,-6.523256056264285E+000,-2.064057265055874E+000,
2.268055000000000E+010,-1.261126930193709E+000,-6.942532697963912E+000,-7.074748118343582E+000,-1.832161956035832E+000,
2.280050000000000E+010,-1.031476181447744E+000,-7.936030823653924E+000,-7.814065025818729E+000,-1.569487684354448E+000,
2.292045000000000E+010,-8.684399517496017E-001,-9.226388106583865E+000,-8.958846231907961E+000,-1.288020598265109E+000,
2.304040000000000E+010,-7.650095552207451E-001,-1.152673002159144E+001,-1.128748384211186E+001,-9.922832245373451E-001,
2.316035000000000E+010,-9.447243793409441E-001,-2.422612322731505E+001,-2.403762525323814E+001,-6.961753235362774E-001,
2.328030000000000E+010,-2.791791961803922E+000,-6.326936613403277E+000,-6.384479621903180E+000,-1.965214427809592E+000,
2.340025000000000E+010,-1.666498328809258E+000,-6.346455157214519E+000,-6.599084058047041E+000,-1.842515379506945E+000,
2.352020000000000E+010,-1.206410461214738E+000,-7.553230104499280E+000,-7.742274952043752E+000,-1.620982980951593E+000,
2.364015000000000E+010,-1.012907485758078E+000,-8.692210701558190E+000,-8.808547009132585E+000,-1.518590607904672E+000,
2.376010000000000E+010,-9.337021562845436E-001,-9.933435578876221E+000,-1.005957878858638E+001,-1.426409680507554E+000,
2.388005000000000E+010,-8.226555122681846E-001,-1.217254282948109E+001,-1.232753085663834E+001,-1.270222381576713E+000,
2.400000000000000E+010,-7.741881130244523E-001,-1.805833108001033E+001,-1.819168242373753E+001,-1.106920993028608E+000,
