% Version 1.00
%
%freq[Hz],re:Trc1_b2d1/a1d1sam,im:Trc1_b2d1/a1d1sam,re:Trc2_S21,im:Trc2_S21,
6.900000000000000E+008,1.213072633945007E+000,-2.804659575150113E+001,1.451054215431213E-002,-3.454309189692140E-004,
7.015500000000000E+008,-3.637314528451102E+001,-4.018959613455511E+001,1.491284463554621E-002,-1.127077965065837E-003,
7.131000000000000E+008,-3.486992584606484E+001,-9.117261810291050E-001,1.501878537237644E-002,-2.011403907090426E-003,
7.246500000000000E+008,-4.772033082252938E+001,4.864173444920974E+001,1.510348636657000E-002,-2.885157940909267E-003,
7.362000000000000E+008,6.261419332281781E-001,2.114496808218016E+001,1.499881595373154E-002,-3.227738430723548E-003,
7.477500000000000E+008,1.973941923343605E+001,1.929905646204717E+001,1.485745608806610E-002,-3.149861702695489E-003,
7.593000000000000E+008,3.705567732511065E+001,1.400891389531894E+000,1.504198648035526E-002,-3.828033572062850E-003,
7.708500000000000E+008,2.629723464797478E+001,-2.167564928986972E+001,1.528208050876856E-002,-3.740244312211871E-003,
7.824000000000000E+008,8.638941645971199E+000,-6.111050048263921E+001,1.577450335025787E-002,-4.114420618861914E-003,
7.939500000000000E+008,-8.971960435532014E+001,-1.216502522570879E+002,1.606307551264763E-002,-4.850346595048904E-003,
8.055000000000000E+008,-5.367796366096270E+001,-6.744089580284689E+000,1.657202839851379E-002,-5.792487878352404E-003,
8.170500000000000E+008,-6.377899097762879E+001,5.497933255583391E+001,1.630669273436070E-002,-6.636143662035465E-003,
8.286000000000000E+008,-1.041282469759898E+000,3.433952425816493E+001,1.612510159611702E-002,-6.982731632888317E-003,
8.401500000000000E+008,8.488361565126776E+001,8.935117189981608E+001,1.596439443528652E-002,-7.477395236492157E-003,
8.517000000000000E+008,3.420217555992556E+001,1.621278032358885E+000,1.549143996089697E-002,-7.769393734633923E-003,
8.632500000000000E+008,4.353283845401991E+001,-3.518166971855862E+001,1.582511700689793E-002,-7.682458963245153E-003,
8.748000000000000E+008,1.415378250764510E+001,-9.167377257598712E+001,1.623935252428055E-002,-8.482134900987148E-003,
8.863500000000000E+008,-2.311954529828820E+001,-3.370750893470996E+001,1.626083627343178E-002,-8.990318514406681E-003,
8.979000000000000E+008,-4.499392199458441E+001,-7.906663263959544E+000,1.655907556414604E-002,-1.006129011511803E-002,
9.094500000000000E+008,-3.702453225545327E+001,2.845509499944621E+001,1.651808805763722E-002,-1.075377967208624E-002,
9.210000000000000E+008,-2.120280890847609E+001,3.198299298407032E+002,1.616529189050198E-002,-1.166297495365143E-002,
9.325500000000000E+008,3.184933562968133E+001,3.299982627914389E+001,1.594531163573265E-002,-1.212323457002640E-002,
9.441000000000000E+008,1.847597051484070E+002,2.550453444038495E+000,1.530443225055933E-002,-1.281259953975678E-002,
9.556500000000000E+008,5.973341594045738E+001,-5.507079362741612E+001,1.527528092265129E-002,-1.336468011140823E-002,
9.672000000000000E+008,4.489453726639224E+000,-5.039188134474497E+001,1.512729190289974E-002,-1.306787505745888E-002,
9.787500000000000E+008,-2.111687392785833E+001,-2.759389742549631E+001,1.562194712460041E-002,-1.359215471893549E-002,
9.903000000000000E+008,-1.890759950564700E+002,-2.810953204248583E+001,1.525000762194395E-002,-1.430634595453739E-002,
1.001850000000000E+009,-1.348823617733249E+002,1.051009344303785E+002,1.516133360564709E-002,-1.534901093691587E-002,
1.013400000000000E+009,-4.903903005119832E+000,6.303974845028694E+001,1.475460082292557E-002,-1.673202030360699E-002,
1.024950000000000E+009,4.156631908007075E+001,4.367505422136170E+001,1.410644780844450E-002,-1.740077696740627E-002,
1.036500000000000E+009,5.434773621928671E+001,-3.228043210306211E-001,1.339014247059822E-002,-1.720406115055084E-002,
1.048050000000000E+009,7.830223397245729E+001,-7.773835588520493E+001,1.303003542125225E-002,-1.768301241099834E-002,
1.059600000000000E+009,2.734302938329227E+000,-7.071444449800605E+001,1.273601595312357E-002,-1.810678280889988E-002,
1.071150000000000E+009,-5.663375089889406E+001,-6.702787002439681E+001,1.271968614310026E-002,-1.814965903759003E-002,
1.082700000000000E+009,-6.384259478436552E+002,-6.820307407003494E+001,1.306698936969042E-002,-1.913670636713505E-002,
1.094250000000000E+009,-2.649043753434260E+002,2.198069429753709E+002,1.302906591445208E-002,-2.012893371284008E-002,
1.105800000000000E+009,-1.058897281744421E+001,2.442999719655327E+002,1.236544363200665E-002,-2.137386798858643E-002,
1.117350000000000E+009,4.709833898180051E+001,4.513534893665904E+001,1.151557825505734E-002,-2.246503904461861E-002,
1.128900000000000E+009,1.070918730193795E+002,-7.917115307805926E+000,1.007909979671240E-002,-2.269466780126095E-002,
1.140450000000000E+009,7.440237449954759E+001,-8.747106386368776E+001,9.494930505752564E-003,-2.253685146570206E-002,
1.152000000000000E+009,-1.152033753188780E+001,-2.335985881022177E+002,9.158335626125336E-003,-2.268210239708424E-002,
1.163550000000000E+009,-1.492316860601618E+002,-1.496581880583184E+002,8.788486942648888E-003,-2.228149026632309E-002,
1.175100000000000E+009,-6.707439111682649E+001,-2.852476678804345E+000,9.224143810570240E-003,-2.303375117480755E-002,
1.186650000000000E+009,-1.457706902257417E+002,1.333146317930340E+002,9.416806511580944E-003,-2.393918298184872E-002,
1.198200000000000E+009,-2.844983957950871E-001,1.351909122290540E+002,8.634238503873348E-003,-2.530498988926411E-002,
1.209750000000000E+009,8.234144613636552E+001,7.150616459076989E+001,7.355217821896076E-003,-2.659877389669418E-002,
1.221300000000000E+009,9.268304740070617E+001,-1.323784011273805E+001,5.856803152710199E-003,-2.728022448718548E-002,
1.232850000000000E+009,9.264307135616335E+001,-1.311418846795120E+002,4.559059627354145E-003,-2.650248259305954E-002,
1.244400000000000E+009,-1.281866625354602E+001,-8.379154461010758E+001,4.239580594003201E-003,-2.655596286058426E-002,
1.255950000000000E+009,-3.691003061832269E+001,-3.009773288645215E+001,4.028186667710543E-003,-2.652745507657528E-002,
1.267500000000000E+009,-1.306095693547297E+002,6.018185467198207E+000,4.038706887513399E-003,-2.644877135753632E-002,
1.279050000000000E+009,-8.873218515420801E+001,9.280618174290582E+001,3.821574850007892E-003,-2.738688327372074E-002,
1.290600000000000E+009,2.535179414306389E+000,5.761768750920836E+001,2.963328966870904E-003,-2.876660786569119E-002,
1.302150000000000E+009,5.535533595197738E+002,4.396658741178218E+002,1.542555633932352E-003,-2.963054925203323E-002,
1.313700000000000E+009,7.769495588285780E+001,-1.531278541208961E+001,-1.492514566052705E-004,-3.022683970630169E-002,
1.325250000000000E+009,5.702082711606485E+001,-9.550377396876289E+001,-1.712743774987757E-003,-2.953642234206200E-002,
1.336800000000000E+009,-3.910828490061333E+001,-1.583304472938221E+002,-2.089540008455515E-003,-2.847788296639919E-002,
