% Version 1.00
%
%freq[Hz],re:Trc1_b2d1/a1d1sam,im:Trc1_b2d1/a1d1sam,re:Trc2_S21,im:Trc2_S21,
6.900000000000000E+008,-1.999828943581417E+003,2.932100383495228E+002,-1.782934665679932E-001,-9.719818830490112E-001,
7.015500000000000E+008,-2.233945572502174E+003,2.892045785099655E+003,-2.076902687549591E-001,-9.666678905487061E-001,
7.131000000000000E+008,2.534974671534256E+002,2.245119384115762E+003,-2.265119701623917E-001,-9.743596315383911E-001,
7.246500000000000E+008,3.369721920131160E+003,2.742285909397176E+003,-2.550675868988037E-001,-9.602035880088806E-001,
7.362000000000000E+008,1.376965150734180E+003,-1.244217373202460E+002,-2.907569408416748E-001,-9.510395526885986E-001,
7.477500000000000E+008,1.209921832933781E+003,-1.418095075323025E+003,-3.234022855758667E-001,-9.299473166465759E-001,
7.593000000000000E+008,-1.801269818363070E+002,-2.541312604298801E+003,-3.421931266784668E-001,-9.273527264595032E-001,
7.708500000000000E+008,-1.725240863725415E+003,-1.516537537332456E+003,-3.770961165428162E-001,-9.170839786529541E-001,
7.824000000000000E+008,-3.958843552952525E+003,2.219247925012920E+002,-4.025039672851563E-001,-9.056071043014526E-001,
7.939500000000000E+008,-6.098692720930253E+003,6.773433457624315E+003,-4.145984649658203E-001,-8.921118378639221E-001,
8.055000000000000E+008,1.544927362016227E+002,3.075033646184646E+003,-4.515236914157867E-001,-8.823476433753967E-001,
8.170500000000000E+008,3.481572287146599E+003,3.133663377296040E+003,-4.785298109054565E-001,-8.772760033607483E-001,
8.286000000000000E+008,1.925140576854884E+003,-1.043829100345852E+002,-5.018997192382813E-001,-8.563900589942932E-001,
8.401500000000000E+008,4.784638820886923E+003,-5.334514606110752E+003,-5.244886875152588E-001,-8.412178158760071E-001,
8.517000000000000E+008,-1.073940003869786E+002,-2.052920011354436E+003,-5.543321967124939E-001,-8.291137814521790E-001,
8.632500000000000E+008,-2.498071014296075E+003,-2.260279768023041E+003,-5.693340897560120E-001,-8.035989999771118E-001,
8.748000000000000E+008,-5.401488877848437E+003,2.561520869055829E+002,-6.000078916549683E-001,-7.904224395751953E-001,
8.863500000000000E+008,-1.518004535719686E+003,1.668796958480428E+003,-6.217072010040283E-001,-7.627092599868774E-001,
8.979000000000000E+008,1.084264627898591E+002,2.353349379249284E+003,-6.429881453514099E-001,-7.568333148956299E-001,
9.094500000000000E+008,1.714641599280922E+003,1.536913222578344E+003,-6.589611172676086E-001,-7.398512363433838E-001,
9.210000000000000E+008,1.566180450424659E+004,-1.027460142951638E+003,-6.876670122146606E-001,-7.099404931068420E-001,
9.325500000000000E+008,1.500895574050585E+003,-1.750685272484474E+003,-7.106075882911682E-001,-6.972123980522156E-001,
9.441000000000000E+008,-8.160715522692182E+002,-9.660645950092874E+003,-7.296957373619080E-001,-6.711715459823608E-001,
9.556500000000000E+008,-3.355421051305321E+003,-2.777059166057913E+003,-7.490339279174805E-001,-6.487292647361755E-001,
9.672000000000000E+008,-2.677234802878468E+003,2.715607075883543E+002,-7.702677845954895E-001,-6.237301826477051E-001,
9.787500000000000E+008,-1.114236314490802E+003,1.375996842375803E+003,-7.846370935440064E-001,-6.061019301414490E-001,
9.903000000000000E+008,9.324515034288086E+002,9.093114369691712E+003,-8.014502525329590E-001,-5.799186825752258E-001,
1.001850000000000E+009,6.020059568019448E+003,4.901017289766067E+003,-8.180980086326599E-001,-5.569471120834351E-001,
1.013400000000000E+009,2.765701729655898E+003,-2.920887745011859E+002,-8.360529541969299E-001,-5.316448807716370E-001,
1.024950000000000E+009,1.667904568241498E+003,-2.084642806094441E+003,-8.476319313049316E-001,-5.116121768951416E-001,
1.036500000000000E+009,-2.966647312324344E+002,-2.463877479814320E+003,-8.562901020050049E-001,-4.865036606788635E-001,
1.048050000000000E+009,-4.166950656379882E+003,-3.195935771925546E+003,-8.775976896286011E-001,-4.590507149696350E-001,
1.059600000000000E+009,-3.381733397880528E+003,4.870402714346472E+002,-8.873699307441711E-001,-4.288089275360107E-001,
1.071150000000000E+009,-2.437541531012082E+003,3.327030833397152E+003,-9.063508510589600E-001,-4.009625315666199E-001,
1.082700000000000E+009,4.650601318573043E+003,2.820146434248836E+004,-9.216872453689575E-001,-3.765530586242676E-001,
1.094250000000000E+009,1.169328636569370E+004,8.293650744879034E+003,-9.205097556114197E-001,-3.466727137565613E-001,
1.105800000000000E+009,9.594071796431812E+003,-1.718438257795409E+003,-9.333004355430603E-001,-3.240305483341217E-001,
1.117350000000000E+009,1.442135582506594E+003,-2.124728212906772E+003,-9.446763992309570E-001,-3.043534159660339E-001,
1.128900000000000E+009,-8.632626907277311E+002,-4.289689483546184E+003,-9.526730775833130E-001,-2.693411111831665E-001,
1.140450000000000E+009,-4.101712287502603E+003,-2.675820321795520E+003,-9.532117843627930E-001,-2.392098009586334E-001,
1.152000000000000E+009,-1.008833460204754E+004,2.234789466704213E+003,-9.693586230278015E-001,-2.150740027427673E-001,
1.163550000000000E+009,-4.920150250105256E+003,7.900813685478603E+003,-9.727173447608948E-001,-1.838316321372986E-001,
1.175100000000000E+009,6.630451420389006E+002,2.716743501141751E+003,-9.769661426544190E-001,-1.531589776277542E-001,
1.186650000000000E+009,6.591654155661438E+003,3.931269570103128E+003,-9.775327444076538E-001,-1.241795346140862E-001,
1.198200000000000E+009,4.784910591141730E+003,-1.288142726983926E+003,-9.843066930770874E-001,-9.751610457897186E-002,
1.209750000000000E+009,1.882289375981003E+003,-3.377669308415467E+003,-9.764817357063294E-001,-7.563176751136780E-002,
1.221300000000000E+009,-9.597622233639700E+002,-3.228958129777209E+003,-9.844232797622681E-001,-4.542964696884155E-002,
1.232850000000000E+009,-5.360913596814739E+003,-2.843387670690038E+003,-9.875505566596985E-001,-2.043168246746063E-002,
1.244400000000000E+009,-3.198944941701066E+003,1.012199254386262E+003,-9.873967170715332E-001,1.334318518638611E-002,
1.255950000000000E+009,-8.771938259264482E+002,1.707741802506877E+003,-9.903081059455872E-001,4.255364835262299E-002,
1.267500000000000E+009,1.604679528141742E+003,4.863468526376414E+003,-9.880658388137817E-001,7.766898721456528E-002,
1.279050000000000E+009,4.214956321776079E+003,2.095609147987620E+003,-9.771696925163269E-001,1.041894704103470E-001,
1.290600000000000E+009,1.859675835198938E+003,-6.415425437130149E+002,-9.711019396781921E-001,1.341168880462647E-001,
1.302150000000000E+009,9.739455235987551E+003,-2.100844763847451E+004,-9.716075062751770E-001,1.559604406356812E-001,
1.313700000000000E+009,-9.364906993295284E+002,-2.413652221052348E+003,-9.662967920303345E-001,1.857756376266480E-001,
1.325250000000000E+009,-3.515458700548095E+003,-1.505621747053554E+003,-9.593845605850220E-001,2.139285355806351E-001,
1.336800000000000E+009,-5.483818735196466E+003,2.267335416161587E+003,-9.618556499481201E-001,2.434858381748200E-001,
1.348350000000000E+009,-1.457535986629557E+003,3.629695903082378E+003,-9.516336321830750E-001,2.656368315219879E-001,
1.359900000000000E+009,8.040792609854414E+003,1.807817697857690E+004,-9.373705387115479E-001,3.012075722217560E-001,
1.371450000000000E+009,3.516464790186787E+003,1.292208375258136E+003,-9.322566390037537E-001,3.343385756015778E-001,
1.383000000000000E+009,7.376212895070818E+003,-3.491414813270006E+003,-9.162623882293701E-001,3.552660346031189E-001,
1.394550000000000E+009,1.559034870977739E+003,-4.602952964519764E+003,-9.013710618019104E-001,3.769060969352722E-001,
1.406100000000000E+009,-4.162719534655865E+003,-8.193787681282087E+003,-8.960915207862854E-001,3.992589116096497E-001,
1.417650000000000E+009,-3.225171116288992E+003,-1.044101832711631E+003,-8.855172991752625E-001,4.250036180019379E-001,
1.429200000000000E+009,-3.566875694928702E+003,1.850202774705677E+003,-8.702223896980286E-001,4.531363844871521E-001,
1.440750000000000E+009,-1.478469171154585E+003,4.811354187554743E+003,-8.606259822845459E-001,4.826950728893280E-001,
1.452300000000000E+009,1.663519724692603E+003,3.019548365911737E+003,-8.468380570411682E-001,5.084530711174011E-001,
1.463850000000000E+009,6.025970887310626E+003,1.636922785606156E+003,-8.269367218017578E-001,5.378159880638123E-001,
1.475400000000000E+009,2.639439755831572E+003,-1.572112972168601E+003,-8.102977871894836E-001,5.536594390869141E-001,
1.486950000000000E+009,6.794984742763909E+002,-2.841002630204282E+003,-7.935844063758850E-001,5.799106955528259E-001,
1.498500000000000E+009,-4.288303659413665E+003,-6.825324773977290E+003,-7.829213738441467E-001,6.003943681716919E-001,
1.510050000000000E+009,-1.348717648534951E+004,-2.975729070682323E+003,-7.615407109260559E-001,6.142747998237610E-001,
1.521600000000000E+009,-5.085356172819062E+003,3.245894015240817E+003,-7.446217536926270E-001,6.453445553779602E-001,
1.533150000000000E+009,-2.374976064679288E+003,1.069741555643621E+004,-7.315567135810852E-001,6.716601252555847E-001,
1.544700000000000E+009,1.887566369991863E+003,2.900425146253434E+003,-7.080891728401184E-001,6.901756525039673E-001,
