% Version 1.00
%
%freq[Hz],re:Trc1_b2d1/a1d1sam,im:Trc1_b2d1/a1d1sam,re:Trc2_S21,im:Trc2_S21,
6.900000000000000E+008,-1.999465575661124E+003,2.916682686300744E+002,-1.775220483541489E-001,-9.718557596206665E-001,
7.015500000000000E+008,-2.236270325846483E+003,2.888812825189475E+003,-2.066348195075989E-001,-9.666063785552979E-001,
7.131000000000000E+008,2.521459512251443E+002,2.246485437244600E+003,-2.260163724422455E-001,-9.750208854675293E-001,
7.246500000000000E+008,3.366362426484116E+003,2.748567893523052E+003,-2.536098361015320E-001,-9.608946442604065E-001,
7.362000000000000E+008,1.376807357511960E+003,-1.222976302928461E+002,-2.892292141914368E-001,-9.512321352958679E-001,
7.477500000000000E+008,1.210045820929089E+003,-1.416309202188619E+003,-3.225519657135010E-001,-9.295240044593811E-001,
7.593000000000000E+008,-1.778296413449086E+002,-2.541003427740883E+003,-3.412978947162628E-001,-9.274833202362061E-001,
7.708500000000000E+008,-1.721763173781468E+003,-1.518980476826983E+003,-3.752689957618713E-001,-9.173663258552551E-001,
7.824000000000000E+008,-3.957127140871610E+003,2.181426946676135E+002,-4.014657437801361E-001,-9.055663347244263E-001,
7.939500000000000E+008,-6.106928970190897E+003,6.767905964776148E+003,-4.137251973152161E-001,-8.927202224731445E-001,
8.055000000000000E+008,1.516514888588106E+002,3.073979424017523E+003,-4.505853652954102E-001,-8.824046254158020E-001,
8.170500000000000E+008,3.475782212675742E+003,3.137419242214699E+003,-4.771110415458679E-001,-8.775936961174011E-001,
8.286000000000000E+008,1.925210050244838E+003,-1.019456869879714E+002,-5.007935166358948E-001,-8.569778203964233E-001,
8.401500000000000E+008,4.785747938824926E+003,-5.329841378138955E+003,-5.238142609596252E-001,-8.411808609962463E-001,
8.517000000000000E+008,-1.043365100826765E+002,-2.052239327833276E+003,-5.528839826583862E-001,-8.295889496803284E-001,
8.632500000000000E+008,-2.494217467050115E+003,-2.261272642900754E+003,-5.681565999984741E-001,-8.036434650421143E-001,
8.748000000000000E+008,-5.398461448222739E+003,2.525500341021537E+002,-5.991396307945252E-001,-7.903558015823364E-001,
8.863500000000000E+008,-1.518540682802925E+003,1.667261187375459E+003,-6.210187077522278E-001,-7.628635764122009E-001,
8.979000000000000E+008,1.053329811026414E+002,2.352315772297272E+003,-6.417270898818970E-001,-7.572889924049377E-001,
9.094500000000000E+008,1.711405763578314E+003,1.536530613485859E+003,-6.576170921325684E-001,-7.395083904266357E-001,
9.210000000000000E+008,1.565480422928191E+004,-1.000776306105424E+003,-6.860960721969605E-001,-7.106629014015198E-001,
9.325500000000000E+008,1.502583740919675E+003,-1.747776080713680E+003,-7.092883586883545E-001,-6.978404521942139E-001,
9.441000000000000E+008,-7.999463005505689E+002,-9.660338279363099E+003,-7.284441590309143E-001,-6.722608208656311E-001,
9.556500000000000E+008,-3.348101350803247E+003,-2.779481641868967E+003,-7.473374009132385E-001,-6.492492556571960E-001,
9.672000000000000E+008,-2.677270674862827E+003,2.691427484550972E+002,-7.696412801742554E-001,-6.243896484375000E-001,
9.787500000000000E+008,-1.116258427200399E+003,1.373935317310685E+003,-7.835259437561035E-001,-6.072930097579956E-001,
9.903000000000000E+008,9.215847650024813E+002,9.090969077952934E+003,-8.005207777023315E-001,-5.806547403335571E-001,
1.001850000000000E+009,6.010859551694229E+003,4.909319961177654E+003,-8.170492649078369E-001,-5.580800771713257E-001,
1.013400000000000E+009,2.767242858124045E+003,-2.865462534986999E+002,-8.352566957473755E-001,-5.334998965263367E-001,
1.024950000000000E+009,1.670943764146593E+003,-2.081286840751083E+003,-8.465321063995361E-001,-5.128781199455261E-001,
1.036500000000000E+009,-2.933594211411523E+002,-2.462808351089948E+003,-8.551570773124695E-001,-4.873080253601074E-001,
1.048050000000000E+009,-4.160982421309017E+003,-3.199919260915457E+003,-8.766092061996460E-001,-4.599918425083160E-001,
1.059600000000000E+009,-3.379694097161252E+003,4.830228483951991E+002,-8.862311840057373E-001,-4.294561445713043E-001,
1.071150000000000E+009,-2.439819556369794E+003,3.323002974261954E+003,-9.055340290069580E-001,-4.017263650894165E-001,
1.082700000000000E+009,4.628650040921991E+003,2.820171424657902E+004,-9.213275909423828E-001,-3.772147893905640E-001,
1.094250000000000E+009,1.166105958633794E+004,8.313361618812183E+003,-9.187569618225098E-001,-3.485261499881744E-001,
1.105800000000000E+009,9.592036183603950E+003,-1.703411395581960E+003,-9.323794841766357E-001,-3.252239227294922E-001,
1.117350000000000E+009,1.446987858453286E+003,-2.118427379898976E+003,-9.428526759147644E-001,-3.068150877952576E-001,
1.128900000000000E+009,-8.535381098545557E+002,-4.290200024166387E+003,-9.517486095428467E-001,-2.713509500026703E-001,
1.140450000000000E+009,-4.095384758188180E+003,-2.681250573014622E+003,-9.523592591285706E-001,-2.406593412160873E-001,
1.152000000000000E+009,-1.008725404992642E+004,2.217278218225638E+003,-9.685479402542114E-001,-2.165653407573700E-001,
1.163550000000000E+009,-4.927243485800292E+003,7.887570355762447E+003,-9.716847538948059E-001,-1.850614845752716E-001,
1.175100000000000E+009,6.581940299387678E+002,2.715994769487153E+003,-9.760837554931641E-001,-1.546474993228912E-001,
1.186650000000000E+009,6.580927031694191E+003,3.941939052500023E+003,-9.768524765968323E-001,-1.259759068489075E-001,
1.198200000000000E+009,4.784301029781355E+003,-1.273746445638749E+003,-9.831980466842651E-001,-1.001168787479401E-001,
1.209750000000000E+009,1.885999752152972E+003,-3.370853705474742E+003,-9.752962589263916E-001,-7.716738432645798E-002,
1.221300000000000E+009,-9.543029827379635E+002,-3.226694816414017E+003,-9.832512736320496E-001,-4.671191796660423E-002,
1.232850000000000E+009,-5.355280253349121E+003,-2.850087972945824E+003,-9.872081875801086E-001,-2.183066494762898E-002,
1.244400000000000E+009,-3.199484658889921E+003,1.004572964027799E+003,-9.868973493576050E-001,1.113496534526348E-002,
1.255950000000000E+009,-8.820096567318017E+002,1.703902328123513E+003,-9.898253083229065E-001,3.939812630414963E-002,
1.267500000000000E+009,1.591594332192679E+003,4.860808516683256E+003,-9.869895577430725E-001,7.532276958227158E-002,
1.279050000000000E+009,4.208043090159578E+003,2.102500119945657E+003,-9.767571091651917E-001,1.022166609764099E-001,
1.290600000000000E+009,1.859448174650417E+003,-6.374994975783003E+002,-9.706084132194519E-001,1.321963667869568E-001,
1.302150000000000E+009,9.766856159889840E+003,-2.098588332340339E+004,-9.714545011520386E-001,1.544916331768036E-001,
1.313700000000000E+009,-9.300195840086686E+002,-2.414551287364645E+003,-9.661616086959839E-001,1.833127588033676E-001,
1.325250000000000E+009,-3.507942966360332E+003,-1.512183999602537E+003,-9.587795138359070E-001,2.114261388778687E-001,
1.336800000000000E+009,-5.478124696062549E+003,2.248723780795649E+003,-9.604607820510864E-001,2.405293732881546E-001,
1.348350000000000E+009,-1.464362256158431E+003,3.625141140266780E+003,-9.517701864242554E-001,2.635493576526642E-001,
1.359900000000000E+009,8.011504488023192E+003,1.808847574989164E+004,-9.377318620681763E-001,2.996842265129089E-001,
1.371450000000000E+009,3.510545545660600E+003,1.298798911893595E+003,-9.322084188461304E-001,3.319988846778870E-001,
1.383000000000000E+009,7.374450802855777E+003,-3.475358005135169E+003,-9.159447550773621E-001,3.533836007118225E-001,
1.394550000000000E+009,1.569609093689172E+003,-4.596865380106948E+003,-9.018577337265015E-001,3.745464980602264E-001,
1.406100000000000E+009,-4.136414167616360E+003,-8.197588546542222E+003,-8.963221311569214E-001,3.964639604091644E-001,
1.417650000000000E+009,-3.221007932187136E+003,-1.050165020043182E+003,-8.858314156532288E-001,4.228957295417786E-001,
1.429200000000000E+009,-3.569669648382819E+003,1.841795261856681E+003,-8.708949089050293E-001,4.510721266269684E-001,
1.440750000000000E+009,-1.488678177158699E+003,4.803805611353104E+003,-8.610533475875855E-001,4.802304208278656E-001,
1.452300000000000E+009,1.655288210366329E+003,3.020383207787165E+003,-8.471760749816895E-001,5.060982108116150E-001,
1.463850000000000E+009,6.018488119587497E+003,1.645482409076813E+003,-8.271816968917847E-001,5.360363125801086E-001,
1.475400000000000E+009,2.641016490748373E+003,-1.564683391316863E+003,-8.109651803970337E-001,5.513471364974976E-001,
1.486950000000000E+009,6.874881351867788E+002,-2.836047141422759E+003,-7.945353388786316E-001,5.769358277320862E-001,
1.498500000000000E+009,-4.269802439982926E+003,-6.830698936799292E+003,-7.837553620338440E-001,5.982208847999573E-001,
1.510050000000000E+009,-1.347514348318142E+004,-3.001496244778375E+003,-7.623965740203857E-001,6.124624609947205E-001,
1.521600000000000E+009,-5.087598997649749E+003,3.233390166654436E+003,-7.452615499496460E-001,6.433629989624023E-001,
1.533150000000000E+009,-2.397763933143383E+003,1.067755870244010E+004,-7.322224378585815E-001,6.689834594726563E-001,
1.544700000000000E+009,1.879871546662584E+003,2.902801094593102E+003,-7.091983556747437E-001,6.881403923034668E-001,
1.556250000000000E+009,5.981259644190865E+003,1.203804476712352E+003,-6.859204173088074E-001,7.109665274620056E-001,
1.567800000000000E+009,9.629803994202812E+003,-6.641505612680972E+003,-6.626095771789551E-001,7.266291975975037E-001,
1.579350000000000E+009,4.098709729391345E+003,-2.452643517227136E+004,-6.429324746131897E-001,7.348389029502869E-001,
1.590900000000000E+009,-4.953384262582355E+003,-6.671360333303709E+003,-6.162436604499817E-001,7.606447339057922E-001,
1.602450000000000E+009,-9.147833685534815E+003,-1.224630014117838E+003,-6.004837751388550E-001,7.760407328605652E-001,
1.614000000000000E+009,-6.793728215895282E+004,5.256620697145977E+004,-5.757136344909668E-001,7.887362837791443E-001,
1.625550000000000E+009,-8.748642486193018E+002,7.351837463343743E+003,-5.567094683647156E-001,8.096532225608826E-001,
1.637100000000000E+009,7.082258086234885E+003,8.796477318187819E+003,-5.308506488800049E-001,8.294150829315186E-001,
1.648650000000000E+009,1.108636022044211E+004,9.982537108843150E+002,-5.025194883346558E-001,8.444843888282776E-001,
1.660200000000000E+009,9.113676452164807E+003,-7.861847410979490E+003,-4.789939224720001E-001,8.608459234237671E-001,
1.671750000000000E+009,5.538380592225865E+002,-9.603540852309121E+003,-4.514283239841461E-001,8.757225275039673E-001,
1.683300000000000E+009,-2.588656856184476E+003,-2.839809454411545E+003,-4.320993423461914E-001,8.849949240684509E-001,
1.694850000000000E+009,-4.223083834198801E+003,-1.557342130721820E+002,-3.986276686191559E-001,8.930870890617371E-001,
1.706400000000000E+009,-4.512138838178892E+003,4.273691782709686E+003,-3.792262077331543E-001,9.039496183395386E-001,
1.717950000000000E+009,-7.548296285093437E+001,3.975411421860353E+003,-3.511908054351807E-001,9.234213232994080E-001,
1.729500000000000E+009,3.824699163381386E+003,3.856652402532896E+003,-3.278566598892212E-001,9.304938912391663E-001,
1.741050000000000E+009,6.791130138252305E+003,-1.014249630640764E+002,-2.952427268028259E-001,9.376434087753296E-001,
1.752600000000000E+009,1.919115044678410E+003,-2.044019153457197E+003,-2.684947252273560E-001,9.457921981811523E-001,
1.764150000000000E+009,-3.886226729592647E+002,-8.061418410814011E+003,-2.367374747991562E-001,9.544906020164490E-001,
1.775700000000000E+009,-3.704426285966772E+003,-3.299050730959669E+003,-2.086222618818283E-001,9.626523256301880E-001,
1.787250000000000E+009,-4.641482440563949E+003,3.106781908282558E+002,-1.829044073820114E-001,9.677021503448486E-001,
1.798800000000000E+009,-7.909371728173390E+003,9.198032388468475E+003,-1.533043682575226E-001,9.636532068252564E-001,
1.810350000000000E+009,5.518476293380321E+002,7.104434031149788E+003,-1.271753311157227E-001,9.717302918434143E-001,
1.821900000000000E+009,2.708496472520742E+003,2.276862080988905E+003,-1.022177413105965E-001,9.735473394393921E-001,
1.833450000000000E+009,1.055598219905547E+004,-1.094923212142406E+003,-6.908302754163742E-002,9.821804761886597E-001,
1.845000000000000E+009,8.736145213754842E+003,-1.119302162635181E+004,-4.090087860822678E-002,9.828506112098694E-001,
1.856550000000000E+009,-4.966595617095155E+002,-3.397876143704787E+003,-1.350890193134546E-002,9.802706241607666E-001,
1.868100000000000E+009,-6.012988061538732E+003,-4.344562051935428E+003,1.812023483216763E-002,9.832744598388672E-001,
1.879650000000000E+009,-4.938096431399183E+003,8.712402050361059E+002,4.683757200837135E-002,9.836481213569641E-001,
1.891200000000000E+009,-1.302232026907763E+004,1.897201220617583E+004,7.421096414327622E-002,9.738379120826721E-001,
1.902750000000000E+009,1.627039880800984E+003,8.311408949953979E+003,1.009567677974701E-001,9.696519374847412E-001,
1.914300000000000E+009,2.745621488882605E+003,1.819601438249150E+003,1.290700435638428E-001,9.699782133102417E-001,
1.925850000000000E+009,4.460612978315317E+003,-9.579796183281611E+002,1.524605154991150E-001,9.712282419204712E-001,
1.937400000000000E+009,1.851356929612059E+003,-2.946705531194448E+003,1.818509846925736E-001,9.688047170639038E-001,
1.948950000000000E+009,-9.263226437063621E+002,-3.887364340651636E+003,2.135821580886841E-001,9.625594019889832E-001,
1.960500000000000E+009,-3.906727934594399E+003,-2.339151960965402E+003,2.477113455533981E-001,9.532998800277710E-001,
1.972050000000000E+009,-9.738882028043927E+003,2.592235506990340E+003,2.712968289852142E-001,9.441088438034058E-001,
1.983600000000000E+009,-2.962729511562116E+003,5.434424556610132E+003,3.023887276649475E-001,9.312636256217957E-001,
1.995150000000000E+009,1.168326490693405E+003,3.726987019725769E+003,3.246403336524963E-001,9.185126423835754E-001,
2.006700000000000E+009,1.347007138017952E+004,6.745862330967056E+003,3.505525887012482E-001,9.122244715690613E-001,
2.018250000000000E+009,3.668755949040098E+003,-1.255640417121493E+003,3.769654035568237E-001,9.050757884979248E-001,
2.029800000000000E+009,2.166672811290348E+003,-4.529642245812133E+003,3.987839519977570E-001,8.931938409805298E-001,
2.041350000000000E+009,-1.085616728948457E+003,-2.982172237748398E+003,4.256442785263062E-001,8.852077722549439E-001,
2.052900000000000E+009,-2.729473146364509E+003,-1.230136978414894E+003,4.523388445377350E-001,8.728557825088501E-001,
2.064450000000000E+009,-4.370621869222736E+003,1.693850066026680E+003,4.835810959339142E-001,8.586125969886780E-001,
2.076000000000000E+009,-2.708288079631946E+003,6.358722936909332E+003,5.057463645935059E-001,8.355807662010193E-001,
2.087550000000000E+009,3.015305178457646E+003,7.338865925872730E+003,5.341812968254089E-001,8.223000168800354E-001,
2.099100000000000E+009,3.454547257308273E+003,1.415099453034624E+003,5.535990595817566E-001,8.007396459579468E-001,
2.110650000000000E+009,2.901190558657026E+003,-1.222966667668906E+003,5.763057470321655E-001,7.850094437599182E-001,
2.122200000000000E+009,2.583682595904080E+003,-6.561837697548379E+003,5.983271002769470E-001,7.724733948707581E-001,
2.133750000000000E+009,-4.633458564389700E+003,-1.014429740743061E+004,6.212910413742065E-001,7.596856355667114E-001,
2.145300000000000E+009,-3.688459968654187E+003,-1.269929486908945E+003,6.451699137687683E-001,7.433226704597473E-001,
2.156850000000000E+009,-2.639819522260627E+003,1.378294966911450E+003,6.708423495292664E-001,7.239744663238525E-001,
2.168400000000000E+009,-7.595427883530168E+002,2.710488648903429E+003,6.917473077774048E-001,7.006543278694153E-001,
2.179950000000000E+009,8.723582973494984E+003,1.456925991567374E+004,7.145199179649353E-001,6.662383079528809E-001,
2.191500000000000E+009,6.057244549008892E+003,1.417645860018397E+003,7.261604070663452E-001,6.501978635787964E-001,
2.203050000000000E+009,1.156107879689216E+004,-7.148469165626674E+003,7.407822608947754E-001,6.301434636116028E-001,
2.214600000000000E+009,3.276073622076391E+003,-1.312654102659617E+004,7.554271817207336E-001,6.081824898719788E-001,
2.226150000000000E+009,-3.342513041233206E+003,-5.666281273054820E+003,7.738173007965088E-001,5.990706086158752E-001,
2.237700000000000E+009,-3.056471772966885E+003,-7.682606388564069E+002,7.914353609085083E-001,5.757173299789429E-001,
2.249250000000000E+009,-5.209821028646213E+003,3.238618976991436E+003,8.173296451568604E-001,5.504044294357300E-001,
2.260800000000000E+009,-3.494146801578430E+003,1.657345970661764E+004,8.372337818145752E-001,5.223814845085144E-001,
2.272350000000000E+009,2.713337551664813E+003,3.910868305641670E+003,8.469225168228149E-001,4.902830123901367E-001,
2.283900000000000E+009,6.504488203028940E+003,9.941078905153274E+002,8.555681109428406E-001,4.621521234512329E-001,
2.295450000000000E+009,4.375741865340546E+003,-3.241727977657527E+003,8.682847619056702E-001,4.391385316848755E-001,
2.307000000000000E+009,1.377202879154058E+003,-9.115812165109630E+003,8.760649561882019E-001,4.202387332916260E-001,
2.318550000000000E+009,-5.076240174744783E+003,-6.834818498133723E+003,8.906439542770386E-001,3.999084830284119E-001,
2.330100000000000E+009,-4.207899041837498E+003,-5.492585569320655E+002,9.009908437728882E-001,3.740549385547638E-001,
2.341650000000000E+009,-2.840733411557641E+003,2.279956352712904E+003,9.210222363471985E-001,3.466471731662750E-001,
2.353200000000000E+009,-4.105633984561206E+002,4.850095202194656E+003,9.323071837425232E-001,3.158456385135651E-001,
2.364750000000000E+009,2.326026457010881E+003,2.625202437502662E+003,9.386861324310303E-001,2.799446582794190E-001,
2.376300000000000E+009,4.689231470125735E+003,2.035386316908121E+002,9.408215284347534E-001,2.500279545783997E-001,
2.387850000000000E+009,1.340317126087889E+004,-1.234717813189083E+004,9.460543990135193E-001,2.281121611595154E-001,
2.399400000000000E+009,5.017279368772902E+002,-1.005336387151283E+004,9.412412047386169E-001,2.024317681789398E-001,
2.410950000000000E+009,-1.517101165480256E+004,-1.697302506077918E+004,9.503076076507568E-001,1.812554448843002E-001,
2.422500000000000E+009,-5.001507975041498E+003,-2.465870738529143E+002,9.610457420349121E-001,1.567529886960983E-001,
2.434050000000000E+009,-3.525848701235511E+003,3.350548906134719E+003,9.630678892135620E-001,1.277259439229965E-001,
2.445600000000000E+009,3.267398018862992E+001,4.649771068295697E+003,9.777423143386841E-001,9.307091683149338E-002,
2.457150000000000E+009,3.350444796296942E+003,3.078611433596736E+003,9.824795126914978E-001,5.939019098877907E-002,
2.468700000000000E+009,9.779961326347591E+003,-7.238138758933130E+002,9.722033143043518E-001,2.697619050741196E-002,
2.480250000000000E+009,2.117990486889494E+003,-2.528949702509685E+003,9.668134450912476E-001,-8.016184438019991E-004,
2.491800000000000E+009,-1.759810548450803E+003,-2.172493026298210E+004,9.676378965377808E-001,-2.472793497145176E-002,
2.503350000000000E+009,-3.125850891095109E+003,-2.640782690686534E+003,9.623924493789673E-001,-4.632343724370003E-002,
2.514900000000000E+009,-3.748109306408910E+003,3.251194126320523E+002,9.716517329216003E-001,-7.105220109224320E-002,
2.526450000000000E+009,-4.161863687541495E+003,5.150260619524968E+003,9.724828600883484E-001,-9.968080371618271E-002,
2.538000000000000E+009,1.127621355574417E+003,8.595791946760339E+003,9.720355868339539E-001,-1.334349811077118E-001,
2.549550000000000E+009,2.432460941581327E+003,1.790755785154978E+003,9.697833061218262E-001,-1.661776602268219E-001,
2.561100000000000E+009,2.254116677791225E+003,-4.019940222630150E+002,9.610211253166199E-001,-1.981948614120483E-001,
2.572650000000000E+009,1.403213741232412E+003,-2.109229604518956E+003,9.433743953704834E-001,-2.291977107524872E-001,
2.584200000000000E+009,-9.513839138481836E+002,-4.523218631122493E+003,9.362511634826660E-001,-2.543558180332184E-001,
2.595750000000000E+009,-1.392456083375293E+004,-9.262240892660866E+003,9.271292686462402E-001,-2.712053060531616E-001,
