2.3186,5.5266,-0.53145,5.5247,5.5247
2.3301,4.9317,-1.1725,4.8502,4.8502
2.3417,4.0521,-1.2001,3.9144,3.9144
2.3532,3.4367,-0.5836,3.2731,3.2731
2.3647,3.4321,0.25392,3.2712,3.2712
2.3763,3.9872,0.86717,3.7925,3.7925
2.3878,4.8115,0.98173,4.4931,4.4931
2.3994,5.5133,0.54428,4.9396,4.9396
2.411,5.7715,-0.24719,4.8229,4.8229
2.4225,5.4242,-1.0071,4.1037,4.1037
2.4341,4.6316,-1.2823,3.0727,3.0727
2.4456,3.8818,-0.90528,2.2582,2.2582
2.4571,3.6519,-0.11204,2.0236,2.0236
2.4687,4.0231,0.6123,2.3942,2.3942
2.4802,4.7913,0.92517,3.12,3.12
2.4918,5.5984,0.69756,3.8878,3.8878
2.5034,6.1511,0.025738,4.4261,4.4261
2.5149,6.0957,-0.84332,4.4468,4.4468
2.5265,5.4707,-1.4248,3.9619,3.9619
2.538,4.6319,-1.3905,3.2647,3.2647
2.5496,4.0718,-0.77773,2.8107,2.8107
2.5611,4.1148,0.014353,2.9063,2.9063
2.5726,4.658,0.56402,3.462,3.462
2.5842,5.4217,0.63096,4.2044,4.2044
2.5957,6.0534,0.22493,4.8233,4.8233
2.6073,6.2781,-0.4696,5.0602,5.0602
2.6189,5.988,-1.1157,4.8013,4.8013
2.6304,5.3441,-1.3415,4.1748,4.1748
2.642,4.7703,-0.99974,3.6055,3.6055
2.6535,4.6383,-0.35738,3.4513,3.4513
2.665,5.0244,0.21368,3.7977,3.7977
2.6766,5.7325,0.40955,4.451,4.451
2.6881,6.4622,0.12245,5.1259,5.1259
2.6997,6.9117,-0.5507,5.5189,5.5189
2.7113,6.8828,-1.367,5.428,5.428
2.7228,6.3827,-1.957,4.8528,4.8528
2.7344,5.691,-2.0793,4.1101,4.1101
2.7459,5.1878,-1.7422,3.6443,3.6443
2.7575,5.0973,-1.2244,3.7224,3.7224
2.769,5.412,-0.8436,4.2725,4.2725
2.7805,5.9521,-0.81213,5.0317,5.0317
2.7921,6.4574,-1.2186,5.6846,5.6846
2.8037,6.6042,-1.9646,5.9534,5.9534
2.8152,6.1947,-2.736,5.6698,5.6698
2.8268,5.2999,-3.1013,4.9325,4.9325
2.8383,4.336,-2.7863,4.1605,4.1605
2.8499,3.8167,-1.938,3.8002,3.8002
2.8614,3.9511,-1.0209,4.0223,4.0223
2.8729,4.5946,-0.45314,4.6741,4.6741
2.8845,5.4133,-0.44335,5.4416,5.4416
2.896,6.0273,-0.9533,6.0131,6.0131
2.9076,6.1391,-1.7575,6.1142,6.1142
2.9192,5.6333,-2.433,5.6552,5.6552
2.9307,4.7581,-2.5477,4.856,4.856
2.9423,4.0171,-1.9973,4.1952,4.1952
2.9538,3.8622,-1.0916,4.0816,4.0816
2.9653,4.3469,-0.3343,4.5423,4.5423
2.9769,5.1904,-0.070195,5.3292,5.3292
2.9884,6.032,-0.40048,6.1099,6.1099
3,6.4887,-1.2085,6.5303,6.5303
