0.69,2.056,1.356,2.5552,2.5552
0.70155,2.2215,0.059812,2.6656,2.6656
0.7131,1.3487,-0.59516,1.7603,1.7603
0.72465,0.33337,-0.70421,0.76851,0.76851
0.7362,-0.46357,-0.12105,-0.014346,-0.014346
0.74775,-0.6314,0.79654,-0.18527,-0.18527
0.7593,-0.10709,1.5355,0.3034,0.3034
0.77085,0.71156,1.8404,1.177,1.177
0.7824,1.5275,1.5252,2.0244,2.0244
0.79395,1.9428,0.7258,2.4367,2.4367
0.8055,1.786,-0.093447,2.2741,2.2741
0.81705,1.1247,-0.64185,1.5725,1.5725
0.8286,0.27783,-0.6029,0.69423,0.69423
0.84015,-0.3257,-0.034219,0.12123,0.12123
0.8517,-0.4219,0.79158,0.0075994,0.0075994
0.86325,-0.013282,1.4698,0.42656,0.42656
0.8748,0.72735,1.7618,1.1516,1.1516
0.88635,1.4579,1.5771,1.9022,1.9022
0.8979,1.9064,1.0081,2.3417,2.3417
0.90945,1.899,0.29081,2.3314,2.3314
0.921,1.4849,-0.26942,1.8767,1.8767
0.93255,0.80504,-0.3539,1.2028,1.2028
0.9441,0.26991,-0.011158,0.6148,0.6148
0.95565,0.082073,0.59277,0.44339,0.44339
0.9672,0.37863,1.1902,0.69961,0.69961
0.97875,0.97498,1.5038,1.3148,1.3148
0.9903,1.624,1.3802,1.9795,1.9795
1.0018,2.073,0.88475,2.4102,2.4102
1.0134,2.0876,0.2225,2.4088,2.4088
1.025,1.6389,-0.29816,1.9692,1.9692
1.0365,0.9546,-0.37195,1.2646,1.2646
1.048,0.40034,0.054225,0.67951,0.67951
1.0596,0.2907,0.7739,0.57377,0.57377
1.0712,0.72142,1.4336,0.9946,0.9946
1.0827,1.5006,1.6834,1.7648,1.7648
1.0942,2.2461,1.4097,2.5357,2.5357
1.1058,2.681,0.66297,2.9736,2.9736
1.1174,2.5304,-0.14902,2.7938,2.7938
1.1289,1.8283,-0.72145,2.0649,2.0649
1.1405,0.93221,-0.63859,1.1364,1.1364
1.152,0.29047,0.10215,0.49484,0.49484
1.1636,0.32223,1.0549,0.50846,0.50846
1.1751,0.9844,1.7798,1.1764,1.1764
1.1867,1.9778,1.947,2.1812,2.1812
1.1982,2.8723,1.4399,3.0956,3.0956
1.2098,3.2479,0.47783,3.4642,3.4642
1.2213,2.8882,-0.51248,3.1038,3.1038
1.2329,1.9555,-0.9909,2.1306,2.1306
1.2444,1.0049,-0.69025,1.1198,1.1198
1.2559,0.52888,0.16993,0.64677,0.64677
1.2675,0.78564,1.1091,0.8943,0.8943
1.2791,1.5897,1.6263,1.7171,1.7171
1.2906,2.5321,1.4497,2.694,2.694
1.3021,3.1447,0.68394,3.3076,3.3076
1.3137,3.0646,-0.31741,3.2041,3.2041
1.3253,2.2592,-1.0201,2.383,2.383
1.3368,1.1851,-0.95577,1.2594,1.2594
1.3483,0.42065,-0.1119,0.47714,0.47714
1.3599,0.43839,1.0127,0.48156,0.48156
1.3715,1.1596,1.8937,1.2382,1.2382
1.383,2.2747,2.1257,2.3812,2.3812
1.3946,3.2968,1.6519,3.42,3.42
1.4061,3.7897,0.62684,3.9009,3.9009
1.4177,3.5049,-0.46215,3.5955,3.5955
1.4292,2.5709,-1.0579,2.6179,2.6179
1.4408,1.5154,-0.84735,1.5317,1.5317
1.4523,0.92693,0.0057579,0.9357,0.9357
1.4639,1.0769,0.9838,1.0935,1.0935
1.4754,1.7908,1.5802,1.8101,1.8101
1.487,2.6694,1.586,2.7206,2.7206
1.4985,3.3218,1.0414,3.3762,3.3762
1.51,3.4352,0.2504,3.4882,3.4882
1.5216,2.9646,-0.36694,2.9903,2.9903
1.5332,2.227,-0.4319,2.2178,2.2178
1.5447,1.6461,0.047525,1.6503,1.6503
1.5562,1.6156,0.79255,1.6098,1.6098
1.5678,2.0939,1.3795,2.1108,2.1108
1.5794,2.8431,1.5141,2.877,2.877
1.5909,3.5284,1.1786,3.5569,3.5569
1.6024,3.834,0.48837,3.8572,3.8572
1.614,3.6314,-0.21177,3.6341,3.6341
1.6256,3.0077,-0.58004,2.9931,2.9931
1.6371,2.3414,-0.44343,2.3143,2.3143
1.6486,1.9831,0.10526,1.9367,1.9367
1.6602,2.0814,0.74026,2.0616,2.0616
1.6718,2.571,1.1329,2.5573,2.5573
1.6833,3.1884,1.1426,3.1826,3.1826
1.6949,3.6727,0.78328,3.6669,3.6669
1.7064,3.826,0.21345,3.8041,3.8041
1.718,3.5802,-0.28671,3.5375,3.5375
1.7295,3.0838,-0.51126,3.0192,3.0192
1.7411,2.5727,-0.33658,2.5119,2.5119
1.7526,2.3147,0.10101,2.2555,2.2555
1.7642,2.403,0.57875,2.3586,2.3586
1.7757,2.767,0.89489,2.7301,2.7301
1.7873,3.2317,0.94567,3.2008,3.2008
1.7988,3.6305,0.70477,3.5855,3.5855
1.8103,3.7823,0.31481,3.7382,3.7382
1.8219,3.6561,-0.058671,3.6083,3.6083
1.8335,3.316,-0.26519,3.2576,3.2576
1.845,2.9589,-0.16218,2.8985,2.8985
1.8565,2.7619,0.15139,2.6915,2.6915
1.8681,2.8244,0.5556,2.774,2.774
1.8797,3.1624,0.83073,3.1066,3.1066
1.8912,3.6125,0.85006,3.5562,3.5562
1.9027,4.0018,0.59216,3.9623,3.9623
1.9143,4.1723,0.13808,4.1065,4.1065
1.9259,3.9873,-0.33166,3.919,3.919
1.9374,3.534,-0.56525,3.4568,3.4568
1.949,3.0127,-0.42048,2.9337,2.9337
1.9605,2.7075,0.049193,2.6456,2.6456
1.9721,2.8086,0.61915,2.7431,2.7431
1.9836,3.2715,1.0236,3.2137,3.2137
1.9952,3.9031,1.0678,3.8554,3.8554
2.0067,4.4653,0.73004,4.4216,4.4216
2.0183,4.6882,0.10152,4.649,4.649
2.0298,4.454,-0.53485,4.4081,4.4081
2.0414,3.8431,-0.83898,3.7945,3.7945
2.0529,3.1862,-0.64899,3.1403,3.1403
2.0644,2.8696,-0.060018,2.8143,2.8143
2.076,3.0324,0.57249,2.9961,2.9961
2.0875,3.5966,0.94329,3.5645,3.5645
2.0991,4.266,0.86894,4.2408,4.2408
2.1107,4.7404,0.36681,4.7128,4.7128
2.1222,4.7557,-0.3302,4.7341,4.7341
2.1338,4.2649,-0.85711,4.2291,4.2291
2.1453,3.5205,-0.8714,3.4739,3.4739
2.1568,2.9842,-0.33876,2.9328,2.9328
2.1684,2.9659,0.43416,2.9308,2.9308
2.1799,3.4834,1.0363,3.467,3.467
2.1915,4.269,1.1738,4.2806,4.2806
2.2031,4.9934,0.79237,5.0101,5.0101
2.2146,5.3012,0.020784,5.3209,5.3209
2.2262,5.012,-0.77778,5.0241,5.0241
2.2377,4.2443,-1.1456,4.2345,4.2345
2.2493,3.4444,-0.85264,3.4251,3.4251
2.2608,3.1022,-0.081098,3.0846,3.0846
2.2723,3.3859,0.70666,3.3911,3.3911
2.2839,4.1159,1.1158,4.1548,4.1548
2.2955,4.9504,0.97309,5.0063,5.0063
2.307,5.5165,0.33532,5.556,5.556
